Car_Id;SerialNumber;Brand;Model;Sold_Price;Driven_KM;Type;EngineV;FuelType;Safety_Features;Region;Year;Transmission;Condition;Color;Entertainment_Features;Unnamed: 16;Accident_History;Transmission.1;Condition_Score;Car_Age
312;939TUN26847;CitroÃ«n;Jumpy;33770;150794;Hatchback;1.9;Hybrid;Traction Control;Bizerte;2004;Manual;Excellent;Black;Radio, Android Auto, Navigation;;Yes;Manual;3;21
313;728TUN35048;Volkswagen;Jetta;43591;217761;Pickup;2.5;Electric;ESP, ABS, Airbags;Nabeul;2020;Manual;Average;Blue;Navigation;;Yes;Manual;1;5
314;537TUN22002;Kia;Sorento;40455;137230;Pickup;2.4;Electric;Airbags, ABS, Traction Control;Bizerte;2009;Manual;Excellent;White;Android Auto;;Yes;Manual;3;16
315;104TUN65684;BMW;5 Series;46179;231957;Pickup;1.5;Petrol;Lane Assist;Kairouan;2021;Manual;Excellent;Gray;Navigation, USB Ports, Radio;;No;Manual;3;4
317;739TUN44480;Mercedes;E-Class;42554;225084;SUV;3.8;Hybrid;Blind Spot Monitor, ESP;Sfax;2014;Manual;Good;Black;Navigation, Apple CarPlay, Radio;;Yes;Manual;2;11
319;499TUN51763;BMW;X1;30037;184199;SUV;1.9;Hybrid;Airbags, Traction Control;Sousse;2006;Automatic;Average;Blue;Android Auto, Apple CarPlay;;No;Automatic;1;19
320;270TUN18597;Hyundai;Elantra;39208;181795;Sedan;2.5;Hybrid;ESP, ABS, Airbags;Tunis;2010;Automatic;Excellent;Blue;Bluetooth;;No;Automatic;3;15
321;280TUN29933;Mercedes;A-Class;34068;214277;Sedan;2.0;Petrol;ESP;Sfax;2012;Automatic;Average;White;Android Auto, Apple CarPlay, Radio;;No;Automatic;1;13
322;507TUN35819;Mercedes;GLC;25223;205503;Coupe;1.8;Diesel;Blind Spot Monitor, Airbags, ABS;Sfax;2002;Manual;Average;Black;Radio, Bluetooth, Navigation;;Yes;Manual;1;23
323;221TUN78260;CitroÃ«n;C4;49100;66495;Coupe;4.2;Electric;Lane Assist, Airbags;Monastir;2008;Manual;Excellent;Gray;Android Auto;;No;Manual;3;17
324;699TUN92816;Hyundai;i20;55486;26533;Pickup;2.0;Electric;Airbags;Tunis;2021;Automatic;Good;Gray;Apple CarPlay, Radio, Android Auto;;No;Automatic;2;4
326;867TUN70333;Volkswagen;Polo;33822;153667;Coupe;1.4;Electric;Traction Control, Lane Assist, Blind Spot Monitor;Nabeul;2009;Automatic;Average;Gray;Android Auto, Apple CarPlay, Radio;;Yes;Automatic;1;16
327;769TUN16318;Hyundai;i10;19596;280495;Pickup;1.2;Hybrid;Traction Control, Airbags, Blind Spot Monitor;Sousse;2001;Automatic;Good;Blue;Navigation, Radio;;Yes;Automatic;2;24
328;707TUN49790;Toyota;Rav4;22397;293690;Coupe;1.8;Electric;ESP, ABS, Blind Spot Monitor;Nabeul;2002;Automatic;Good;Black;Navigation, Radio;;No;Automatic;2;23
329;537TUN25353;Renault;Captur;50783;158121;Coupe;3.0;Petrol;Traction Control;Bizerte;2021;Automatic;Good;Blue;Bluetooth, USB Ports, Apple CarPlay;;No;Automatic;2;4
330;183TUN86609;Peugeot;2008;30367;261124;SUV;1.7;Petrol;ABS, ESP;Sfax;2011;Automatic;Average;Black;Radio, Android Auto;;Yes;Automatic;1;14
331;472TUN26503;Hyundai;i20;30631;212763;Sedan;1.8;Hybrid;Airbags;Tozeur;2009;Manual;Average;White;USB Ports, Android Auto, Navigation;;No;Manual;1;16
332;498TUN39532;Volkswagen;Jetta;44289;128140;Pickup;2.2;Diesel;ABS, Blind Spot Monitor;Tataouine;2017;Manual;Average;White;Android Auto, Bluetooth, Apple CarPlay;;Yes;Manual;1;8
333;321TUN66032;Ford;Transit;35187;262153;Hatchback;1.9;Diesel;Airbags, ABS;Kairouan;2011;Automatic;Excellent;Red;Apple CarPlay, Android Auto;;Yes;Automatic;3;14
334;246TUN21974;Peugeot;2008;27253;282562;Hatchback;1.4;Petrol;ESP, Lane Assist;Tunis;2011;Manual;Average;Gray;Bluetooth, Apple CarPlay, Android Auto;;Yes;Manual;1;14
336;258TUN54271;BMW;7 Series;54317;69501;Pickup;1.9;Petrol;Blind Spot Monitor, Airbags, Lane Assist;Sousse;2021;Automatic;Good;Blue;Apple CarPlay;;No;Automatic;2;4
337;963TUN68184;Ford;Ranger;43062;98630;Hatchback;2.0;Electric;Blind Spot Monitor, Traction Control;Tataouine;2016;Automatic;Average;Black;USB Ports, Bluetooth;;Yes;Automatic;1;9
338;357TUN47561;Volkswagen;Tiguan;41629;247125;Pickup;2.4;Electric;Airbags, Traction Control;Nabeul;2019;Manual;Good;Blue;USB Ports, Android Auto, Bluetooth;;No;Manual;2;6
339;628TUN46793;Kia;Sportage;36270;153752;Sedan;1.6;Petrol;Airbags, Traction Control;Tunis;2009;Manual;Good;Black;USB Ports, Bluetooth, Radio;;No;Manual;2;16
340;743TUN66213;Kia;Picanto;37801;279798;Coupe;3.0;Hybrid;ABS, Blind Spot Monitor, Traction Control;Kairouan;2013;Automatic;Good;Blue;Apple CarPlay;;Yes;Automatic;2;12
341;278TUN69137;Volkswagen;Golf;51218;18110;Coupe;3.5;Hybrid;ABS, Airbags;Tunis;2010;Manual;Excellent;White;USB Ports, Android Auto, Apple CarPlay;;No;Manual;3;15
342;537TUN22640;Mercedes;C-Class;36291;294730;Hatchback;1.8;Electric;Lane Assist, ESP, Airbags;Sfax;2018;Automatic;Average;Red;Radio, USB Ports;;Yes;Automatic;1;7
343;739TUN37371;Renault;Megane;41174;216267;Hatchback;2.0;Hybrid;Lane Assist;Tozeur;2019;Automatic;Average;Gray;USB Ports, Radio;;Yes;Automatic;1;6
344;600TUN51477;CitroÃ«n;C4;45012;71813;Pickup;2.5;Petrol;Blind Spot Monitor, ABS;Sousse;2011;Manual;Excellent;Black;Navigation, USB Ports;;Yes;Manual;3;14
345;385TUN13706;CitroÃ«n;C5;37147;282558;Sedan;2.4;Diesel;ABS, Traction Control, ESP;GabÃ¨s;2013;Automatic;Excellent;Black;Radio, Android Auto, Navigation;;Yes;Automatic;3;12
346;355TUN79284;Peugeot;308;40617;214106;Hatchback;1.0;Hybrid;Lane Assist, ABS;GabÃ¨s;2018;Manual;Excellent;Red;USB Ports, Navigation;;No;Manual;3;7
347;575TUN42183;Renault;Kadjar;45468;120129;SUV;1.5;Hybrid;Lane Assist, ABS, Traction Control;Bizerte;2015;Automatic;Excellent;Gray;Bluetooth, Radio, Apple CarPlay;;No;Automatic;3;10
348;764TUN40057;CitroÃ«n;C3;51422;160604;SUV;2.2;Diesel;Airbags, ESP, Traction Control;Sousse;2022;Manual;Excellent;White;Navigation;;No;Manual;3;3
349;528TUN95075;BMW;X3;53995;33578;Pickup;5.5;Diesel;Traction Control, ABS, ESP;Bizerte;2009;Manual;Excellent;Red;Navigation, USB Ports, Radio;;No;Manual;3;16
350;109TUN84060;CitroÃ«n;Berlingo;46319;17185;Sedan;5.5;Hybrid;Airbags, ABS;Bizerte;2002;Manual;Good;Black;Bluetooth, Navigation, Apple CarPlay;;Yes;Manual;2;23
351;970TUN84119;Kia;Sportage;49479;86669;SUV;1.8;Diesel;Blind Spot Monitor, Airbags;Nabeul;2017;Manual;Excellent;Red;Bluetooth, USB Ports;;Yes;Manual;3;8
352;680TUN90652;Volkswagen;Tiguan;43272;31285;SUV;1.8;Petrol;Blind Spot Monitor, Airbags, Lane Assist;Tunis;2013;Manual;Average;Black;Apple CarPlay, Android Auto;;Yes;Manual;1;12
353;583TUN77355;Volkswagen;Passat;62582;35914;Hatchback;4.4;Diesel;ABS, Lane Assist, Airbags;Sousse;2021;Manual;Excellent;Gray;USB Ports, Android Auto, Radio;;No;Manual;3;4
354;831TUN20705;Toyota;Corolla;52925;6373;Hatchback;2.0;Diesel;Traction Control;Bizerte;2018;Manual;Good;Red;Radio;;Yes;Manual;2;7
355;257TUN36367;Volkswagen;Polo;39605;132785;Sedan;2.0;Hybrid;ABS, ESP;Monastir;2013;Manual;Average;Blue;USB Ports, Bluetooth;;No;Manual;1;12
356;760TUN90372;Hyundai;i10;23321;293431;Hatchback;1.5;Petrol;Blind Spot Monitor, ABS;GabÃ¨s;2007;Automatic;Average;White;Navigation;;Yes;Automatic;1;18
357;339TUN45076;Peugeot;208;45482;140936;Sedan;2.0;Hybrid;Blind Spot Monitor, Traction Control, ESP;Tozeur;2016;Automatic;Excellent;Red;Radio, Android Auto;;No;Automatic;3;9
358;898TUN80346;Hyundai;Accent;47711;262406;Coupe;3.2;Petrol;ABS;Sousse;2020;Manual;Excellent;Red;Apple CarPlay;;Yes;Manual;3;5
359;248TUN42128;CitroÃ«n;C4;35562;49782;Hatchback;1.5;Electric;Traction Control;Bizerte;2004;Manual;Excellent;Blue;Apple CarPlay, Android Auto;;No;Manual;3;21
360;485TUN37893;BMW;5 Series;30324;157369;Coupe;2.2;Diesel;Lane Assist;Sfax;2004;Automatic;Good;Blue;Android Auto, USB Ports;;Yes;Automatic;2;21
361;705TUN40855;Mercedes;E-Class;33963;286363;Coupe;2.0;Diesel;Airbags;Monastir;2012;Manual;Excellent;Gray;Android Auto;;No;Manual;3;13
362;189TUN32574;Ford;Transit;51220;141314;Sedan;5.5;Diesel;Blind Spot Monitor;Sousse;2015;Automatic;Average;White;Apple CarPlay;;Yes;Automatic;1;10
363;866TUN68363;CitroÃ«n;C4;43195;162315;Sedan;3.0;Petrol;ESP;Tozeur;2013;Manual;Good;Gray;Android Auto, Radio;;No;Manual;2;12
364;963TUN93908;Toyota;Hilux;43327;50958;Pickup;2.8;Petrol;Blind Spot Monitor;Sousse;2005;Automatic;Excellent;Gray;Bluetooth, Navigation;;No;Automatic;3;20
365;361TUN80794;Ford;Focus;55499;39156;Pickup;3.2;Diesel;ESP, Lane Assist, Traction Control;Kairouan;2018;Manual;Good;Red;Apple CarPlay, Android Auto, Radio;;Yes;Manual;2;7
366;942TUN71109;Kia;Cerato;36302;150742;SUV;3.0;Diesel;Traction Control;Sfax;2006;Manual;Good;Gray;USB Ports;;Yes;Manual;2;19
367;722TUN50099;Mercedes;C-Class;48691;87792;Hatchback;3.7;Diesel;Lane Assist, Airbags, ABS;Sfax;2015;Manual;Average;Blue;Apple CarPlay, Radio;;No;Manual;1;10
368;423TUN76427;Volkswagen;Passat;50928;41373;Sedan;3.0;Petrol;Blind Spot Monitor, ABS;Sousse;2018;Manual;Average;Black;Navigation, Bluetooth;;Yes;Manual;1;7
370;929TUN65463;CitroÃ«n;Berlingo;47092;117784;SUV;2.0;Hybrid;ESP;Nabeul;2020;Manual;Average;Black;Radio, Navigation;;Yes;Manual;1;5
371;481TUN60961;Peugeot;Partner;44042;11372;Hatchback;2.3;Diesel;ESP;Sfax;2007;Automatic;Excellent;Blue;Navigation, Apple CarPlay;;No;Automatic;3;18
372;688TUN41761;CitroÃ«n;Berlingo;33533;127782;Hatchback;2.2;Electric;Traction Control;Tataouine;2006;Manual;Average;Red;USB Ports, Apple CarPlay, Android Auto;;Yes;Manual;1;19
373;899TUN87832;Volkswagen;Tiguan;27973;73995;Hatchback;1.5;Hybrid;Lane Assist;Nabeul;2001;Automatic;Average;Red;Apple CarPlay, Android Auto;;No;Automatic;1;24
375;771TUN33191;CitroÃ«n;Berlingo;42296;124450;Pickup;2.0;Electric;Traction Control, Lane Assist;Nabeul;2015;Manual;Average;Red;Navigation;;No;Manual;1;10
376;123TUN45711;Toyota;Camry;44173;79179;Sedan;2.2;Electric;Lane Assist;Monastir;2009;Manual;Excellent;White;USB Ports;;No;Manual;3;16
377;915TUN61484;Renault;Symbol;50047;136878;SUV;3.0;Electric;ESP, Lane Assist, Blind Spot Monitor;Nabeul;2021;Automatic;Average;Red;Radio, Bluetooth, Apple CarPlay;;Yes;Automatic;1;4
379;566TUN27397;Mercedes;A-Class;51180;8427;Hatchback;1.4;Diesel;ESP, Lane Assist, Blind Spot Monitor;Sousse;2020;Manual;Average;Black;Apple CarPlay, USB Ports, Bluetooth;;No;Manual;1;5
380;164TUN27060;Hyundai;Tucson;50109;59618;SUV;1.8;Electric;Traction Control;Monastir;2018;Manual;Good;White;USB Ports, Radio;;Yes;Manual;2;7
381;798TUN58572;Hyundai;Tucson;40544;117077;Sedan;1.6;Petrol;ABS, Airbags, Blind Spot Monitor;Tataouine;2013;Manual;Good;Red;Apple CarPlay;;No;Manual;2;12
382;808TUN10691;Peugeot;3008;40034;283798;Pickup;3.0;Electric;ESP, Lane Assist;Sfax;2014;Automatic;Excellent;Black;Apple CarPlay, Radio, Android Auto;;Yes;Automatic;3;11
383;275TUN47419;Toyota;Corolla;27721;205831;Pickup;2.0;Electric;Traction Control, Lane Assist;Tataouine;2003;Manual;Good;Red;Android Auto;;No;Manual;2;22
384;426TUN90662;Renault;Symbol;25184;228271;Coupe;2.5;Electric;ABS, Airbags;Sousse;2000;Manual;Good;Red;Radio;;No;Manual;2;25
385;721TUN20674;CitroÃ«n;Berlingo;25094;232647;Coupe;1.5;Diesel;ABS, Blind Spot Monitor, Airbags;Monastir;2002;Automatic;Excellent;Blue;Android Auto;;Yes;Automatic;3;23
386;305TUN72427;CitroÃ«n;C4;48182;180844;Pickup;2.4;Diesel;Blind Spot Monitor;Tozeur;2019;Manual;Excellent;Red;Bluetooth;;Yes;Manual;3;6
387;179TUN77068;Ford;Ranger;42762;6705;Pickup;3.2;Hybrid;Lane Assist, ABS, ESP;Sousse;2002;Manual;Excellent;White;Radio, Android Auto;;Yes;Manual;3;23
388;344TUN22336;Mercedes;A-Class;52137;26268;Sedan;2.0;Hybrid;ESP, ABS, Traction Control;Monastir;2017;Manual;Good;Gray;Android Auto, USB Ports;;Yes;Manual;2;8
389;771TUN12672;Toyota;Hilux;57472;79726;Sedan;2.5;Electric;Airbags, Traction Control;Tunis;2022;Automatic;Excellent;Gray;USB Ports, Radio, Android Auto;;Yes;Automatic;3;3
390;808TUN74994;Toyota;Corolla;64644;10180;SUV;3.0;Hybrid;ABS;Bizerte;2023;Manual;Excellent;White;Navigation, Android Auto, Apple CarPlay;;Yes;Manual;3;2
391;395TUN45743;Ford;Transit;38775;125149;Hatchback;4.6;Electric;Airbags;Monastir;2001;Automatic;Excellent;Blue;Apple CarPlay, Radio, Navigation;;No;Automatic;3;24
392;593TUN50435;Peugeot;3008;40074;145950;Coupe;1.5;Diesel;Airbags, ABS, ESP;Tunis;2015;Manual;Average;Blue;Android Auto;;Yes;Manual;1;10
393;411TUN94286;Volkswagen;Jetta;40763;208389;Coupe;2.0;Diesel;Airbags;Monastir;2018;Manual;Average;Blue;Bluetooth, Navigation, Radio;;Yes;Manual;1;7
394;214TUN88071;Toyota;Camry;25948;242834;Coupe;2.3;Diesel;Lane Assist, Traction Control, ESP;Monastir;2002;Manual;Average;Red;Navigation, Radio, Android Auto;;Yes;Manual;1;23
395;876TUN73545;Renault;Kadjar;38848;166864;Hatchback;2.0;Petrol;ABS, Traction Control;Monastir;2011;Automatic;Excellent;Black;Android Auto, USB Ports;;Yes;Automatic;3;14
396;498TUN35676;Toyota;Yaris;37484;93506;Hatchback;3.0;Hybrid;ABS, ESP;Sfax;2003;Manual;Excellent;Red;Apple CarPlay;;Yes;Manual;3;22
397;609TUN75924;Kia;Picanto;49369;100617;Coupe;2.0;Petrol;Airbags;Kairouan;2020;Manual;Good;Gray;Apple CarPlay, Navigation;;No;Manual;2;5
398;877TUN68394;BMW;5 Series;47511;37301;Coupe;2.5;Electric;Airbags, Lane Assist;Tataouine;2013;Manual;Excellent;Red;Android Auto;;No;Manual;3;12
399;614TUN45132;Peugeot;2008;24150;288469;Hatchback;2.7;Diesel;Blind Spot Monitor, ESP, ABS;Tunis;2002;Automatic;Good;White;Navigation, USB Ports;;Yes;Automatic;2;23
400;544TUN67368;Ford;Kuga;34501;64780;Pickup;2.5;Petrol;Blind Spot Monitor, Traction Control;Bizerte;2002;Manual;Good;Red;Apple CarPlay;;No;Manual;2;23
401;991TUN77388;Ford;Focus;43632;34364;Coupe;4.4;Diesel;ESP;Sousse;2003;Automatic;Good;Black;Bluetooth, Radio, USB Ports;;Yes;Automatic;2;22
402;106TUN77151;Peugeot;Partner;39112;216588;Pickup;3.2;Electric;Traction Control, Airbags, Lane Assist;GabÃ¨s;2011;Manual;Good;Gray;Android Auto, Apple CarPlay;;Yes;Manual;2;14
403;428TUN95770;Peugeot;3008;54813;61244;Coupe;2.0;Petrol;Blind Spot Monitor, Airbags;Tataouine;2021;Manual;Good;Gray;Radio, Apple CarPlay, Bluetooth;;Yes;Manual;2;4
404;502TUN34710;Mercedes;Sprinter;26537;278262;Hatchback;1.5;Electric;ABS, ESP, Blind Spot Monitor;Monastir;2004;Manual;Excellent;Black;USB Ports, Apple CarPlay, Radio;;No;Manual;3;21
405;961TUN11239;CitroÃ«n;C3;32039;107672;Sedan;3.0;Hybrid;ESP;Tozeur;2000;Automatic;Good;White;USB Ports;;No;Automatic;2;25
406;506TUN72987;Renault;Kadjar;43231;187394;Coupe;1.5;Diesel;Airbags, ABS, Blind Spot Monitor;GabÃ¨s;2022;Automatic;Average;Red;Android Auto;;No;Automatic;1;3
407;172TUN28310;CitroÃ«n;Berlingo;37782;294190;Hatchback;3.0;Petrol;Lane Assist, Airbags, ESP;Monastir;2012;Automatic;Excellent;Red;Radio;;Yes;Automatic;3;13
408;561TUN30038;Kia;Rio;30162;126351;Coupe;1.6;Diesel;ESP, Airbags;Tozeur;2002;Manual;Excellent;Blue;Bluetooth;;Yes;Manual;3;23
409;974TUN85419;BMW;X3;39223;52150;Pickup;2.0;Electric;ESP, ABS, Lane Assist;Tozeur;2003;Manual;Excellent;White;Android Auto, Bluetooth, Radio;;Yes;Manual;3;22
410;440TUN46131;Peugeot;Partner;47802;63533;Coupe;1.6;Diesel;Traction Control, ESP;Sfax;2016;Automatic;Good;Red;Android Auto, Apple CarPlay, USB Ports;;Yes;Automatic;2;9
411;699TUN51736;Hyundai;Accent;45098;68639;Pickup;3.0;Hybrid;ABS, Airbags;Tataouine;2013;Automatic;Average;Blue;Android Auto, Navigation, Radio;;No;Automatic;1;12
412;470TUN89473;BMW;X1;32701;251716;SUV;2.0;Electric;ESP, Blind Spot Monitor, Airbags;Nabeul;2012;Automatic;Good;Blue;Navigation, USB Ports;;No;Automatic;2;13
413;987TUN71171;Ford;Focus;34987;137337;Coupe;2.5;Hybrid;ABS, Traction Control;Sousse;2006;Manual;Average;Gray;Bluetooth, Radio, USB Ports;;No;Manual;1;19
414;897TUN53963;CitroÃ«n;C5;48541;128882;Pickup;2.7;Electric;Lane Assist, ESP;Sfax;2018;Manual;Good;Red;USB Ports, Navigation, Bluetooth;;No;Manual;2;7
415;910TUN56336;Peugeot;208;32426;196225;Coupe;2.0;Diesel;ESP;Bizerte;2006;Manual;Good;Black;Navigation, Android Auto;;No;Manual;2;19
416;374TUN36690;Peugeot;Partner;33508;197939;SUV;2.0;Hybrid;Traction Control;Tozeur;2012;Manual;Average;White;Navigation, Radio;;Yes;Manual;1;13
417;976TUN95354;Ford;Transit;32556;92878;Hatchback;1.6;Hybrid;Lane Assist, ABS;Sousse;2004;Automatic;Good;Red;Bluetooth;;Yes;Automatic;2;21
418;700TUN71554;Ford;Ranger;58929;45521;Hatchback;2.4;Electric;Airbags;GabÃ¨s;2023;Automatic;Excellent;Red;Bluetooth, Radio;;No;Automatic;3;2
419;566TUN58436;Ford;Transit;49016;100613;Pickup;6.0;Hybrid;Airbags;Kairouan;2007;Automatic;Good;Red;USB Ports;;Yes;Automatic;2;18
420;682TUN87508;Hyundai;i10;47538;120223;Sedan;3.0;Hybrid;ESP;Tataouine;2016;Automatic;Good;White;USB Ports, Radio;;No;Automatic;2;9
421;311TUN22706;Kia;Cerato;41003;284387;Sedan;3.2;Diesel;ABS;Nabeul;2014;Automatic;Excellent;Blue;Radio, USB Ports, Apple CarPlay;;No;Automatic;3;11
422;860TUN59854;Kia;Picanto;39702;174605;Pickup;1.5;Electric;ESP, Lane Assist;Nabeul;2016;Automatic;Good;White;USB Ports, Apple CarPlay, Radio;;No;Automatic;2;9
423;563TUN13915;Volkswagen;Tiguan;36032;88502;Pickup;2.2;Electric;Airbags, ABS;Monastir;2005;Automatic;Good;Red;Bluetooth, Apple CarPlay;;No;Automatic;2;20
424;101TUN14290;Renault;Captur;50179;70823;Hatchback;2.2;Petrol;Traction Control, ESP;GabÃ¨s;2016;Automatic;Excellent;Black;Android Auto, Navigation, USB Ports;;Yes;Automatic;3;9
425;891TUN50121;Mercedes;Sprinter;47635;167588;Sedan;2.5;Petrol;Airbags, Traction Control, Lane Assist;Monastir;2017;Automatic;Excellent;White;Android Auto, Radio;;No;Automatic;3;8
426;701TUN61008;BMW;5 Series;42417;241886;Coupe;1.6;Diesel;ESP;Sfax;2018;Manual;Excellent;Blue;Radio, Android Auto, Navigation;;No;Manual;3;7
427;100TUN15305;CitroÃ«n;C3;49287;51766;Coupe;3.0;Electric;Lane Assist, Blind Spot Monitor, ABS;Sfax;2017;Automatic;Average;White;Android Auto;;No;Automatic;1;8
428;586TUN26474;BMW;3 Series;47372;51871;Pickup;1.5;Diesel;ABS;Tunis;2020;Automatic;Average;Black;Radio, Android Auto;;Yes;Automatic;1;5
429;793TUN61174;BMW;3 Series;36519;259163;Sedan;1.4;Hybrid;ESP;Nabeul;2015;Manual;Good;Red;Navigation;;Yes;Manual;2;10
430;326TUN48262;Peugeot;208;56532;47994;Pickup;2.2;Petrol;ABS, Lane Assist, Blind Spot Monitor;Tataouine;2023;Automatic;Good;Gray;Apple CarPlay, Navigation, USB Ports;;Yes;Automatic;2;2
431;714TUN35908;CitroÃ«n;C5;28879;189442;Coupe;2.7;Electric;ESP, ABS, Lane Assist;Nabeul;2000;Manual;Excellent;Black;USB Ports;;No;Manual;3;25
432;672TUN37689;BMW;X1;56871;153595;Sedan;4.0;Petrol;Airbags;Tozeur;2020;Automatic;Excellent;Black;Navigation, USB Ports;;Yes;Automatic;3;5
433;736TUN84476;Peugeot;308;35377;276761;Coupe;2.7;Diesel;Airbags;Nabeul;2012;Manual;Good;Blue;Radio;;Yes;Manual;2;13
434;393TUN46179;Renault;Captur;46225;139082;Coupe;3.0;Petrol;Blind Spot Monitor;Sfax;2016;Manual;Average;White;Navigation, Bluetooth;;Yes;Manual;1;9
435;481TUN35483;Ford;Ranger;38148;286375;Hatchback;2.8;Petrol;Lane Assist;Sousse;2013;Manual;Excellent;Blue;Apple CarPlay, Bluetooth, Radio;;Yes;Manual;3;12
436;405TUN18148;CitroÃ«n;Berlingo;24404;249129;SUV;1.6;Diesel;Airbags, Blind Spot Monitor, Lane Assist;Sfax;2003;Manual;Average;White;Navigation;;No;Manual;1;22
437;850TUN21298;Toyota;Yaris;48467;95762;Pickup;2.5;Petrol;Traction Control;Tataouine;2017;Manual;Average;Gray;Radio, Apple CarPlay;;Yes;Manual;1;8
438;738TUN18524;Kia;Sorento;45457;65871;Coupe;2.0;Electric;ABS;Kairouan;2014;Manual;Good;Black;Apple CarPlay;;Yes;Manual;2;11
439;822TUN48934;Toyota;Camry;54489;59641;Hatchback;5.5;Hybrid;Lane Assist, Traction Control, ABS;Monastir;2011;Manual;Good;Blue;Radio;;No;Manual;2;14
440;310TUN63592;Ford;Fiesta;31277;299351;Sedan;4.2;Diesel;Lane Assist, Traction Control, Blind Spot Monitor;Bizerte;2002;Manual;Excellent;Gray;USB Ports, Radio;;No;Manual;3;23
441;300TUN69555;CitroÃ«n;C4;29236;172645;SUV;1.5;Petrol;Blind Spot Monitor, ESP, ABS;Sousse;2005;Manual;Average;Gray;USB Ports;;Yes;Manual;1;20
442;236TUN88438;Mercedes;Sprinter;33188;56925;Sedan;2.0;Diesel;Airbags, Blind Spot Monitor, ESP;Tataouine;2000;Manual;Excellent;Red;Radio, Bluetooth;;No;Manual;3;25
443;956TUN97806;Ford;Ranger;52498;163756;SUV;3.0;Electric;Blind Spot Monitor, Airbags;Sousse;2022;Automatic;Good;Black;Bluetooth, Radio;;Yes;Automatic;2;3
444;962TUN94444;BMW;X3;28352;278116;SUV;2.4;Petrol;Traction Control, Lane Assist;Sousse;2007;Automatic;Average;White;Android Auto;;No;Automatic;1;18
445;215TUN47011;Volkswagen;Tiguan;40075;259323;Coupe;1.6;Hybrid;Airbags, Traction Control, ESP;Kairouan;2019;Automatic;Excellent;Black;Radio, Bluetooth, Apple CarPlay;;Yes;Automatic;3;6
446;276TUN36726;Kia;Picanto;51961;173109;Hatchback;4.6;Petrol;ESP, Airbags, Blind Spot Monitor;GabÃ¨s;2019;Automatic;Good;Black;Radio, USB Ports;;Yes;Automatic;2;6
447;742TUN46933;Renault;Captur;48174;127733;Sedan;3.2;Hybrid;Traction Control;Sfax;2020;Manual;Average;Red;Android Auto, Radio;;Yes;Manual;1;5
448;276TUN48729;Mercedes;Sprinter;25717;280269;Pickup;3.0;Electric;ESP, Airbags, ABS;Tataouine;2000;Automatic;Excellent;Black;Radio;;No;Automatic;3;25
449;339TUN69717;CitroÃ«n;C4;43483;24672;Pickup;3.0;Petrol;Blind Spot Monitor, Traction Control;Monastir;2006;Manual;Good;Blue;Navigation;;No;Manual;2;19
450;994TUN35526;Renault;Symbol;51772;14594;SUV;2.0;Diesel;ABS, Lane Assist, Blind Spot Monitor;Kairouan;2018;Manual;Average;Red;Bluetooth, Navigation;;Yes;Manual;1;7
451;657TUN85736;Kia;Picanto;52541;180661;Coupe;2.5;Hybrid;Lane Assist;Bizerte;2023;Automatic;Excellent;Gray;Bluetooth, Android Auto, Radio;;No;Automatic;3;2
452;220TUN77142;Kia;Cerato;54587;120815;SUV;3.0;Hybrid;Lane Assist;GabÃ¨s;2019;Manual;Excellent;Gray;Navigation;;Yes;Manual;3;6
453;297TUN36514;Volkswagen;Passat;31431;163765;Sedan;2.0;Petrol;Blind Spot Monitor, ESP, Airbags;Kairouan;2004;Automatic;Excellent;Black;Apple CarPlay, USB Ports;;No;Automatic;3;21
454;543TUN56080;Hyundai;Accent;49350;46928;Sedan;1.8;Petrol;Traction Control;Sfax;2017;Automatic;Excellent;Red;USB Ports, Bluetooth;;No;Automatic;3;8
455;257TUN44869;BMW;X1;35106;24761;Pickup;1.8;Petrol;ABS;Monastir;2000;Automatic;Excellent;Gray;Bluetooth, USB Ports, Navigation;;Yes;Automatic;3;25
456;634TUN60641;Renault;Captur;39562;192423;SUV;1.6;Diesel;Blind Spot Monitor, ABS, ESP;Bizerte;2013;Manual;Excellent;Black;Radio, USB Ports;;Yes;Manual;3;12
457;892TUN20544;Peugeot;3008;36934;160663;Sedan;3.0;Petrol;Lane Assist, Airbags;Sfax;2005;Manual;Excellent;Blue;USB Ports, Android Auto, Bluetooth;;No;Manual;3;20
458;990TUN58711;CitroÃ«n;C4;34172;45195;Coupe;2.5;Petrol;Traction Control, Lane Assist;Monastir;2000;Automatic;Excellent;Gray;Apple CarPlay, USB Ports;;Yes;Automatic;3;25
459;733TUN50780;Peugeot;2008;46249;223218;SUV;2.5;Petrol;Blind Spot Monitor, Airbags;Sousse;2021;Automatic;Good;Gray;Android Auto, Apple CarPlay, Bluetooth;;No;Automatic;2;4
460;208TUN73139;BMW;X3;25893;256040;Hatchback;2.0;Petrol;Airbags, Traction Control, Blind Spot Monitor;Tozeur;2003;Automatic;Excellent;Red;Android Auto, Navigation, Radio;;No;Automatic;3;22
462;918TUN88149;Kia;Picanto;53118;91033;Pickup;2.0;Diesel;Airbags, Lane Assist;Tunis;2022;Automatic;Good;White;USB Ports, Bluetooth, Apple CarPlay;;No;Automatic;2;3
463;144TUN60033;Mercedes;A-Class;32508;157157;SUV;3.0;Diesel;Lane Assist, ESP;Sfax;2000;Automatic;Excellent;Red;Apple CarPlay, Android Auto;;Yes;Automatic;3;25
